KS kunnskap - orgstruktur API,https://developers.fiks.ks.no/api/kskunnskap-synkronisering-orgstruktur-api-v1.json
KS kunnskap - statistikk API,https://developers.fiks.ks.no/api/kskunnskap-synkronisering-statistikk-api-v1.json
KS-Digital: brukersynkronisering oppdatering service,https://developers.fiks.ks.no/api/brukersynkronisering-oppdatering-api-v1.json
KSLæring brukersynkronisering,https://developers.fiks.ks.no/api/kslaering-brukersynkronisering-api-v1.json
KSLæring brukersynkronisering,https://developers.fiks.ks.no/api/kslaering-brukersynkronisering-statistikk-api-v1.json
KSLæring brukersynkronisering,https://developers.fiks.ks.no/api/kslaering-brukersynkronisering-synkronisering-api-v1.json
KSLæring konfigurasjon,https://developers.fiks.ks.no/api/kslaering-brukersynkronisering-konfigurasjon-api-v1.json
KSLæring konfigurasjon,https://developers.fiks.ks.no/api/kslaering-konfigurasjon-api-v1.json
Konfigurasjon ekstern synkronisering API,https://developers.fiks.ks.no/api/konfigurasjon-ekstern-synkronisering-api-v1.json
Labdatabasen.Fiks.Api,https://developers.fiks.ks.no/api/Labdatabasen.Fiks.Api.swagger.json
Registerinfo API for støtteregisteret,https://developers.fiks.ks.no/api/brreg-stotteregisteret-api-v1.json
SvarUt,https://developers.fiks.ks.no/api/svarut-api.json
